original_index,text,is_antisemitic,keyword,prediction_both_def,description,prediction_IHRA,description_IHRA,prediction_JD,description_JD
6880,"Oh, dear, little ZioNazi sympathiser is losing his marbles and becoming a potty-mouth when he loses his arguments - totally to be expected, of course..",1,ZioNazi,IHRA Definition,"The text uses the term 'ZioNazi' which directly compares Israeli/Zionist ideology to Nazism, a clear example of antisemitism under the IHRA definition. This falls under the IHRA example of 'drawing comparisons of contemporary Israeli policy to that of the Nazis.'",True,"The text uses the term 'ZioNazi' which directly compares Israeli/Zionist policies to Nazi actions, a clear example of antisemitism according to the IHRA definition. This Nazi comparison is explicitly listed as antisemitic content that 'uses classic antisemitic symbols/images against Israel/Israelis' and 'compares Israeli policy to Nazi actions.'",True,The text uses the term 'ZioNazi' which applies classical antisemitic imagery by linking Zionism/Israel to Nazism in a derogatory manner. This constitutes applying antisemitic symbols to Israel according to the Jerusalem Declaration definition.
3949,"During a national insurrection with DC on fire, our ""representatives"" still find time to give our tax dollars to Jews.

During a pandemic and ensuing economic downtown worse than the Great Depression, our ""representatives"" still find time to give our tax dollars to Jews. https://t.co/svB7nxuF5c",1,Jews,IHRA Definition,"The text promotes antisemitic conspiracy theories by suggesting Jews collectively receive and control tax dollars, using the phrase 'give our tax dollars to Jews' which implies Jews as a group are inappropriately benefiting from government funds. This constitutes a stereotypical allegation about Jewish collective power and financial control, fitting the IHRA definition of antisemitism.",True,The text makes stereotypical allegations about Jews as a collective group by suggesting they inappropriately receive tax dollars during national crises. It employs antisemitic tropes about Jewish financial influence and presents Jews as a monolithic group benefiting at the expense of others during times of national hardship.,True,The text essentializes Jews as a collective group receiving tax dollars and implies they are inappropriately benefiting during national crises. This constitutes discrimination and prejudice against Jews as Jews by suggesting they are collectively responsible for or benefiting from government policies in a conspiratorial manner.
703,Masses of Israeli and Palestinian protesters are taking a stand as Israel moves dangerously close to the illegal annexation of more Palestinian land https://t.co/3zfqGOQNF9,1,Israel,None,"This text criticizes Israeli government policy regarding annexation of Palestinian land, describing it as 'illegal' under international law. It mentions protests by both Israeli and Palestinian citizens, indicating factual reporting on political opposition. The criticism targets specific state actions rather than Jews as a collective and does not employ antisemitic tropes or conspiracy theories.",False,"This text criticizes Israeli policy regarding annexation of Palestinian land, which constitutes legitimate political criticism similar to criticism that could be leveled against any other country. It does not employ antisemitic tropes, conspiracy theories, or target Jews as a collective group.",False,"This text criticizes Israeli government policy regarding annexation of Palestinian land, describing it as 'illegal' and noting protests from both Israeli and Palestinian demonstrators. This constitutes evidence-based criticism of state policy rather than targeting Jews as Jews or invoking antisemitic tropes."
5301,"It’s not enough to show a list of the population, rather it’s about human rights, fairness, dignity and compassion. Admittedly Ben Gurion always had a plan to take Arab land and said it would be difficult because the families had lived there longer than the immigrant Jews.",1,Jews,None,"The text discusses historical context about Ben Gurion's plans regarding Arab land and acknowledges the longer presence of Arab families compared to immigrant Jews. This appears to be factual historical commentary about policies and demographics without employing antisemitic tropes, conspiracy theories, or targeting Jews as a collective group.",False,"This text discusses Israeli-Palestinian territorial issues and quotes Ben Gurion about taking Arab land, but it focuses on human rights concerns and historical facts about land ownership without employing antisemitic tropes, conspiracy theories, or targeting Jews as a collective group.",False,This text presents historical criticism of Ben Gurion's policies regarding Arab land and acknowledges the historical presence of Arab families. It focuses on human rights principles and evidence-based historical claims rather than invoking antisemitic tropes or targeting Jews as Jews.
1899,"Needless to say, ‘The Laundromat’ is a conspiracy against Pakistani democracy by Jews, Pakistani establishment, Imr… https://t.co/DoTPUxpVnm",1,Jews,IHRA Definition,"The text promotes a conspiracy theory claiming Jews are conspiring against Pakistani democracy. This fits the IHRA definition's criterion of making 'mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews as a collective' and promoting 'myths about Jewish world conspiracy.'",True,"The text contains a classic antisemitic conspiracy theory alleging that Jews are orchestrating a conspiracy against Pakistani democracy. This fits the IHRA definition's criterion of making 'mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews as a collective' and promoting 'myths about Jewish world conspiracy.'",True,"The text explicitly claims that 'The Laundromat' is 'a conspiracy against Pakistani democracy by Jews,' which directly invokes the classical antisemitic trope of linking Jews to evil conspiracies and hidden manipulation of political systems. This constitutes discrimination and prejudice against Jews as Jews by portraying them as conspiratorial forces working against democratic institutions."
6237,There are at least 109 reasons to not protect kikes.,1,Kikes,IHRA Definition,"The text uses the antisemitic slur 'kikes' to refer to Jewish people and suggests they should not be protected, which constitutes dehumanizing and demonizing language against Jews as a collective. The reference to '109 reasons' likely alludes to antisemitic conspiracy theories about Jewish expulsions throughout history.",True,"The text uses the antisemitic slur 'kikes' to refer to Jewish people and suggests they should not be protected, which constitutes dehumanizing and demonizing language against Jews as a collective. The reference to '109 reasons' likely alludes to antisemitic conspiracy theories about Jewish expulsions throughout history.",True,"The text uses the antisemitic slur 'kikes' to refer to Jews and suggests they should not be protected, demonstrating clear hostility against Jews as Jews. The reference to '109 reasons' likely alludes to antisemitic conspiracy theories about Jewish expulsions throughout history."
4238,"There’s enough proof who Soros funds. Soros helped round up Hungarian Jews be shipped off to death camps and helped confiscate their jewelry. He said so himself in a 60Minutes interview where he also said, he doesn’t regret it! It’s not antisemitic to state the truth. He is evil!",1,Jews,IHRA Definition,"The text promotes false conspiracy theories about George Soros, falsely claiming he helped round up Hungarian Jews for death camps and confiscated their jewelry. This perpetuates antisemitic myths about Jewish collaboration and control, fitting the IHRA definition's criteria for mendacious allegations about Jews and conspiracy theories.",True,"The text contains false and defamatory claims about George Soros allegedly helping Nazis round up Hungarian Jews and confiscate their property, which perpetuates antisemitic conspiracy theories. These fabricated allegations about a Holocaust survivor constitute mendacious and demonizing claims that align with classic antisemitic tropes about Jewish collaboration or betrayal.",True,"This text contains antisemitic conspiracy theories about George Soros, falsely claiming he helped round up Hungarian Jews for death camps and confiscated their jewelry. These are fabricated accusations that invoke classical antisemitic tropes of Jewish collaboration with evil forces and Holocaust distortion, targeting Soros as a Jew through false historical claims."
6540,"RT : Israel is a State of Apartheid And ZioNazi
#ZioNazi #Thieves
#IsraeliCrimes 
#Israel
#Libanon https://t.co/lmbW1S33Ss",1,ZioNazi,IHRA Definition,"The text uses the term 'ZioNazi' which directly compares Israeli policy to Nazi actions, a clear example of antisemitism under the IHRA definition. The apartheid comparison alone might be legitimate criticism, but the Nazi comparison crosses into antisemitic territory according to IHRA guidelines.",True,"The text uses the term 'ZioNazi' which directly compares Israeli policy to Nazi actions, a clear example of antisemitism according to the IHRA definition. This Nazi comparison is explicitly listed as antisemitic content in the guidelines.",True,"The text uses the term 'ZioNazi' which applies classical antisemitic imagery by comparing Israel/Zionism to Nazis, and makes sweeping negative generalizations about Israel as an 'Apartheid State' and 'Thieves' without evidence-based analysis. The Nazi comparison particularly invokes antisemitic tropes when applied to the Jewish state."
349,"As Israel moves forward with the annexation of the West Bank, and mainstream British politics is gagged of the right to critique Zionism, and Israel’s settler colonial pursuits, we loudly and clearly stand beside our Palestinian comrades. 

FREE PALESTINE.",1,Israel,None,"This text criticizes Israeli policies (West Bank annexation, settlement activities) and British political discourse restrictions, which constitutes legitimate political criticism. It advocates for Palestinian rights without employing antisemitic tropes, conspiracy theories, or targeting Jews as a collective.",False,"This text criticizes Israeli policies (West Bank annexation and settlement activities) and British political discourse regarding Zionism, which constitutes legitimate political criticism similar to criticism leveled against other countries. The text does not employ antisemitic tropes, conspiracy theories, or target Jews collectively, but rather focuses on specific government policies and political positions.",False,"This text criticizes Israeli policies (West Bank annexation) and Zionism as a political ideology, while expressing solidarity with Palestinians. It uses evidence-based political criticism without invoking antisemitic tropes, conspiracy theories, or targeting Jews as Jews, which aligns with protected political speech under the Jerusalem Declaration."
304,"Israel get's another $38 billion.

And here is Trump's glistening new infrastructure that was promised.
Dams failing and cities flooded.

Just another day in Amerika. https://t.co/oyjRlVT9y2",1,Israel,None,"The text criticizes U.S. spending priorities by contrasting aid to Israel with domestic infrastructure needs. While it expresses frustration about resource allocation, it does not invoke antisemitic tropes, conspiracy theories, or target Jews as a collective. This appears to be political commentary about government spending priorities rather than antisemitic content.",False,"The text criticizes U.S. spending priorities by contrasting aid to Israel with domestic infrastructure needs. This constitutes legitimate political criticism of government spending decisions without employing antisemitic tropes, conspiracy theories, or targeting Jews as a collective.",False,"This text criticizes U.S. spending priorities by contrasting aid to Israel with domestic infrastructure needs. While it expresses frustration about resource allocation, it does not invoke antisemitic tropes, make generalizations about Jews as a people, or use coded antisemitic language. It represents legitimate political criticism of government spending decisions."
6782,"The zionazis still harbour the expansionist dream,greater israel. Joining and subsequently… https://t.co/NBt3SFh9Ke",1,ZioNazi,IHRA Definition,"The text uses the term 'zionazis' which directly compares Israeli policy/Zionism to Nazi actions, a clear example of antisemitism under the IHRA definition. This Nazi comparison is explicitly listed as an antisemitic manifestation in the IHRA guidelines.",True,"The text uses the term 'zionazis' which combines 'Zionist' with 'Nazi', directly comparing Israeli/Zionist ideology to Nazi actions. This falls under the IHRA definition's example of antisemitism that 'compares Israeli policy to Nazi actions.'",True,"The text uses the portmanteau 'zionazis' which combines 'Zionist' with 'Nazi', applying classical antisemitic imagery by comparing Israel/Zionists to Nazis. This goes beyond evidence-based criticism and invokes inflammatory rhetoric that applies antisemitic symbols to Israel, which the Jerusalem Declaration identifies as antisemitic."
1097,"NO TheSlogan DOESN'T MeanTo Eliminate Israel. Stop Spreading Propaganda.

What Is IMMORAL And REPREHENSIBLE IsThe Way The IsraeliGovernment Under Netanyahu IsTreating Their #PALESTINIAN People.

""FROM THE RIVER TO THE SEA, PALESTINE WILL BE FREE.""

#FreePalestine???? https://t.co/sh8zyDaBzq",1,Israel,None,"The text criticizes Israeli government policies under Netanyahu and defends the 'From the river to the sea' slogan as not meaning to eliminate Israel. This constitutes legitimate political criticism of state policies without invoking antisemitic tropes, conspiracy theories, or targeting Jews as a collective group.",False,"The text criticizes Israeli government policies under Netanyahu and defends the 'From the river to the sea' slogan as not meaning to eliminate Israel. While the slogan itself is controversial, the text frames it as about Palestinian freedom rather than Jewish elimination, and the criticism targets specific government actions rather than Jews collectively or using antisemitic tropes.",False,"This text criticizes Israeli government policies under Netanyahu and advocates for Palestinian freedom using the 'river to the sea' slogan. According to the Jerusalem Declaration, this constitutes legitimate political criticism of state policies and support for Palestinian rights, not antisemitism targeting Jews as Jews."
463,"Across all parts of the Occupied Palestinian Territories, Israel operates a regime of systematic racial discrimination, which facilitates the continued ethnic cleansing of the indigenous Palestinian population. #PalestineWillBeFree 
??? https://t.co/qYopNXruA7",1,Israel,None,"This text criticizes Israeli policies in the Occupied Palestinian Territories using terms like 'systematic racial discrimination' and 'ethnic cleansing' - these are evidence-based policy criticisms similar to those applied to other states. The text does not invoke antisemitic tropes, conspiracy theories, or target Jews as a collective, but rather focuses on specific state actions and policies.",False,"This text criticizes Israeli policies in the Occupied Palestinian Territories using terms like 'systematic racial discrimination' and 'ethnic cleansing.' While strongly worded, this constitutes legitimate political criticism of specific government policies and actions, similar to criticism that could be leveled against any other country. The text does not employ antisemitic tropes, conspiracy theories, or target Jews as a collective group.",False,"This text criticizes Israeli state policies and practices in the Occupied Palestinian Territories using evidence-based language about systematic discrimination and ethnic cleansing. It advocates for Palestinian rights and freedom, which falls under legitimate political criticism according to the Jerusalem Declaration, rather than targeting Jews as Jews or invoking antisemitic tropes."
6161,?? I bet #MAGA The basis of  kikes unsurprisingly should have been not very trustworthy rawr Bad ! ?? ? ?? ? ?? ?? ? ?? ?? ?? ?? ??,1,Kikes,IHRA Definition,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people, making mendacious and stereotypical allegations about Jews as untrustworthy. This clearly falls under the IHRA definition of antisemitism as it uses dehumanizing language against Jews as a collective.",True,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people, constituting a dehumanizing and stereotypical allegation about Jews as a collective according to the IHRA definition.",True,"The text contains the antisemitic slur 'kikes' which is a derogatory term targeting Jews as Jews, demonstrating clear prejudice and hostility against Jewish people based on their identity."
2685,"Seems kinda, i dunno, anti Semitic to insist Jews are a monolithic group that all support a white nationalist, apartheid endeavor in constant breach of international law. Probs insensitive to incite the final solution to national health care, ya big military welfare queens $4B/yr",1,Jews,None,"The text criticizes the assumption that Jews are monolithic in supporting Israel, which actually opposes antisemitic stereotyping. While it uses inflammatory language about Israeli policies and includes inappropriate Holocaust references, it doesn't target Jews as Jews but rather challenges generalizations about Jewish political views.",True,"The text contains antisemitic elements including characterizing Israel as a 'white nationalist, apartheid endeavor' which applies double standards not expected of other democratic nations, and uses the phrase 'final solution' which references Nazi terminology for the Holocaust. The text also makes stereotypical allegations about Jewish collective behavior regarding Israel support.",False,"While the text uses inflammatory language and makes controversial political claims about Israel, it does not target Jews as Jews or invoke classical antisemitic tropes. The text actually argues against treating Jews as a monolithic group, which opposes antisemitic essentializing. The criticism focuses on Israeli state policies rather than Jewish people collectively."
6712,"Take a deep breath, close your eyes and open your heart. You shall see, ZioNazis do not care about Jews… https://t.co/VJMWTYBkxy",1,ZioNazi,IHRA Definition,"The text uses the term 'ZioNazis' which directly compares Israeli policy/Zionism to Nazi actions, a clear example of antisemitism under the IHRA definition. This Nazi comparison is explicitly listed as an antisemitic manifestation in the IHRA guidelines.",True,"The text uses the term 'ZioNazis' which compares Israeli policy to Nazi actions, a clear example of antisemitism according to the IHRA definition. This Nazi comparison is explicitly listed as antisemitic content that 'uses classic antisemitic symbols/images against Israel/Israelis' and 'compares Israeli policy to Nazi actions.'",True,"The text uses the term 'ZioNazis' which applies classical antisemitic imagery by combining Zionism with Nazism, creating a deliberately inflammatory comparison that invokes antisemitic tropes. This goes beyond evidence-based criticism and uses coded language that targets Jewish identity through the conflation of Zionism with historical persecution of Jews."
5458,"RT :   Oh Really Michael, So Hitler killing Jews were legal or political? World knows Israel occupied Palestinian land, killing innocent is condemnable but Palestinian lives also matters!",1,Jews,IHRA Definition,"The text contains a Nazi comparison by directly referencing Hitler's killing of Jews in relation to Israeli actions against Palestinians. According to the IHRA definition, comparing Israeli policy to Nazi actions constitutes antisemitism, regardless of the broader political context about Palestinian rights.",True,"The text makes a Nazi comparison by equating Israeli actions to Hitler's killing of Jews, which is explicitly listed as antisemitic in the IHRA definition. This comparison trivializes the Holocaust and applies a double standard to Israel not expected of other nations.",False,"While the text contains inflammatory rhetoric comparing Israel to Hitler, it criticizes Israeli state actions regarding Palestinian land and civilian casualties rather than targeting Jews as Jews. The comparison, though provocative, appears to be political criticism of state policies rather than invoking classical antisemitic tropes about Jewish people collectively."
3691,"thats 100% accurate. its all a game of chess for NWO ""order through chaos"".  they are using BLM people like pawns. NWO here we come;) jews are using all of us goyim. smh",1,Jews,IHRA Definition,"The text promotes antisemitic conspiracy theories about Jewish control and manipulation, using the derogatory term 'goyim' and suggesting Jews are orchestrating global events through the 'New World Order.' This fits the IHRA definition's criteria for antisemitic content that makes allegations about Jewish world conspiracy and control.",True,"The text promotes antisemitic conspiracy theories about Jewish control through references to 'NWO' (New World Order) and explicitly states 'jews are using all of us goyim,' which attributes collective negative characteristics to Jews as a group and promotes myths about Jewish world conspiracy.",True,The text contains classic antisemitic conspiracy theories linking Jews to a global conspiracy (NWO/New World Order) and uses the derogatory term 'goyim' while claiming Jews are manipulating non-Jews. This essentializes Jews as a collective force of evil and invokes conspiracy theories about hidden Jewish power.
51,“Right-wing and far-right movements and political parties across the world also idolise Israel as they view the Zionist colonial project as a successful model of European domination over the indigenous populations of developing countries.” https://t.co/merAaMJh9u,1,Israel,None,"This text presents a political analysis characterizing Israel as a colonial project and discussing how certain political movements view it. While critical of Zionism and Israel, it does not invoke antisemitic tropes, conspiracy theories, or target Jews as a collective group, but rather offers a political critique of state policies and ideologies.",False,"This text criticizes Israeli policies and characterizes Israel as a colonial project, but does so in terms similar to criticism leveled against other countries regarding colonialism. It does not employ antisemitic tropes, conspiracy theories, or target Jews collectively, but rather discusses political movements' views of Israeli policies.",False,"This text criticizes Zionism as a political ideology and colonial project, comparing it to other historical cases of European colonialism. It does not target Jews as Jews, use antisemitic tropes, or make conspiratorial claims about Jewish people. According to the Jerusalem Declaration, criticism of Zionism as a form of nationalism and evidence-based comparisons to other historical cases are legitimate political discourse."
2917,Jews were instrumental in the slave trade but that fact is hidden from the public. Why? https://t.co/P1p63lboCw,1,Jews,IHRA Definition,This text promotes a classic antisemitic conspiracy theory that falsely attributes collective responsibility to Jews for the slave trade and suggests a cover-up. It makes mendacious allegations about Jews as a collective and promotes myths about Jewish control or conspiracy to hide historical facts.,True,"This text promotes a mendacious and stereotypical allegation about Jews as a collective, falsely claiming they were 'instrumental in the slave trade' and suggesting a conspiracy to hide this alleged fact. This perpetuates antisemitic myths about Jewish collective wrongdoing and conspiracy theories about Jewish control of information.",True,"This text promotes a classic antisemitic conspiracy theory that falsely claims Jews were disproportionately involved in the slave trade and suggests a deliberate cover-up. It essentializes Jews as a group and links them to historical evil while implying secretive manipulation of information, which are hallmarks of antisemitic discourse according to the Jerusalem Declaration."
2850,LOL LARPing minoriies really are menatl!! deport to africa! let me build wakanda!!  send jews too!,1,Jews,IHRA Definition,"The text contains explicit calls to deport Jews along with other minorities, which constitutes calling for harm against Jews as a collective group. The derogatory language and deportation demands target Jews specifically based on their identity, meeting the IHRA definition of antisemitism.",True,"The text contains antisemitic content by calling for the deportation of Jews alongside other minorities, which constitutes a call for harming Jews based on their identity. This aligns with the IHRA definition's criterion of content that 'calls for, aids, or justifies killing or harming Jews in the name of radical ideology or extremist religious views.'",True,"The text contains antisemitic content by calling for the deportation of Jews alongside other minorities, treating Jews as a collective group to be expelled. This demonstrates hostility against Jews as Jews and essentializes them as unwanted outsiders who should be removed from society."
6883,"Fish in a barrel. Canned hunt. Wholesale slaughter. Zionazi sympathizers allowing this.
https://t.co/EwOAOgmC2b",1,ZioNazi,Jerusalem Declaration + IHRA Definition,"The text uses the term 'Zionazi' which directly compares Israeli policy/Zionism to Nazi actions, a clear violation of IHRA guidelines. The inflammatory language about 'wholesale slaughter' combined with Nazi comparisons constitutes antisemitism under both definitions.",True,"The text uses the term 'Zionazi' which combines 'Zionist' with 'Nazi', directly comparing Israeli policy or supporters to Nazi actions. This falls under the IHRA definition's example of antisemitism that 'compares Israeli policy to Nazi actions.'",True,"The text uses the term 'Zionazi' which applies classical antisemitic imagery by combining 'Zionist' with 'Nazi', thereby applying antisemitic symbols to Israel. This constitutes antisemitism according to the Jerusalem Declaration definition as it links Israel/Zionism to forces of evil through Nazi imagery."
6321,"I do not look down on niggers, kikes, wops or greasers.
Here you are all equally worthless!
?????????????????????????????????",1,Kikes,IHRA Definition,"The text contains the antisemitic slur 'kikes' directed at Jewish people, along with other racial slurs. This constitutes dehumanizing and stereotypical language about Jews as a collective, which clearly falls under the IHRA definition of antisemitism.",True,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people, constituting dehumanizing language about Jews as a collective group according to the IHRA definition.",True,"The text contains the antisemitic slur 'kikes' which is a derogatory term targeting Jews as Jews, demonstrating clear prejudice and hostility against Jewish people. This constitutes antisemitism according to the Jerusalem Declaration definition."
6755,"Nazis of a feather...... Receive wishes from zionazistan! 
https://t.co/HrDTFfWuqx",1,ZioNazi,IHRA Definition,"The text uses the term 'zionazistan' which combines 'Zionist' with 'Nazi', directly comparing Israeli/Zionist policies to Nazi actions. This falls under the IHRA definition's example of antisemitism that 'compares Israeli policy to Nazi actions'.",True,"The text uses the term 'zionazistan' which combines 'Zionist' with 'Nazi', directly comparing Israeli/Zionist policies to Nazi actions. This falls under the IHRA definition's example of antisemitism that 'compares Israeli policy to Nazi actions.'",True,"The text uses the term 'zionazistan' which combines 'Zionist' with 'Nazi', applying classical antisemitic imagery and Nazi symbolism to Israel/Zionism. This constitutes antisemitism according to the Jerusalem Declaration as it applies antisemitic symbols and Nazi comparisons to Israel in a derogatory manner rather than making evidence-based criticism."
6832,"Every country must reject NetanYahoo concocted fake deal of the century world nations must stand up to this ZioNazis crime of the century, no more Balfour !",1,ZioNazi,Jerusalem Declaration + IHRA Definition,"The text uses the antisemitic portmanteau 'ZioNazis' which combines Zionist with Nazi, constituting a comparison of Israeli policy to Nazi actions - a clear example from the IHRA definition. The derogatory nickname 'NetanYahoo' and inflammatory language suggest hostility beyond legitimate political criticism.",True,"The text contains antisemitic elements including the term 'ZioNazis' which compares Israeli policy to Nazi actions, and uses derogatory language ('NetanYahoo') that demonizes Israeli leadership. These elements align with IHRA examples of antisemitism that involve Nazi comparisons and demonizing allegations.",True,"The text uses the antisemitic portmanteau 'ZioNazis' which applies classical antisemitic imagery by comparing Zionism/Israel to Nazis, and employs dehumanizing language ('NetanYahoo') that goes beyond legitimate political criticism to invoke antisemitic tropes."
4850,"RT :  “Israel has created a permanent reality in which there are two peoples, #Jews and #Palestinians, sharing the same territorial space, but a regime of #JewishSupremacy has been imposed by the stronger side. This unequivocally qualifies as #Apartheid”

https://t.co/lxiABUUr11",1,Jews,None,"This text presents a political analysis comparing Israeli policies to apartheid based on territorial control and differential treatment of populations. It criticizes state policies and structures rather than targeting Jews as a collective or invoking antisemitic tropes. The criticism focuses on governmental systems and power dynamics, which constitutes legitimate political discourse under both definitions.",False,"This text criticizes Israeli policies by comparing them to apartheid and describing a system of 'Jewish supremacy,' but it focuses on territorial and political arrangements rather than making antisemitic claims about Jewish people as a collective. The criticism is directed at Israeli state policies and governance structures, similar to criticism that could be leveled against other countries, without employing classic antisemitic tropes or conspiracy theories.",False,"This text presents an evidence-based political analysis comparing Israel's policies to apartheid, which is explicitly protected as legitimate criticism under the Jerusalem Declaration. The text focuses on state policies and territorial arrangements rather than targeting Jews as Jews or invoking antisemitic tropes."
474,Israel is the basis of violence and terrorism in the world,1,Israel,IHRA Definition,"This text applies a double standard to Israel by characterizing it as 'the basis of violence and terrorism in the world' - a sweeping condemnation not typically applied to other nations. This goes beyond legitimate policy criticism to demonizing Israel as uniquely responsible for global violence, which fits the IHRA definition's examples of antisemitism.",False,"While this statement makes a sweeping negative claim about Israel, it does not meet the IHRA definition criteria for antisemitism. It criticizes Israel as a state without employing classic antisemitic tropes, conspiracy theories, Holocaust denial, or targeting Jews collectively. The statement appears to be political criticism of Israel's role in global conflicts, which falls under legitimate discourse even if strongly worded.",False,"This statement makes a sweeping political criticism of Israel as a state without invoking antisemitic tropes, conspiracy theories, or targeting Jews as Jews. While the claim is broad and arguably excessive, it represents political criticism of a state's actions rather than antisemitism according to the Jerusalem Declaration definition."
498,"Nope.  Criricism of Israel is NOT anti-Semitic.

Defining Jewish identity in accordance with support for the genocidal is war criminal colony of Israel is anti-Semitic, though. https://t.co/fAAVC0oHpi",1,Israel,None,"The text explicitly states that criticism of Israel is not antisemitic, which aligns with both definitions. While it uses inflammatory language like 'genocidal' and 'war criminal colony' to describe Israel, this constitutes harsh political criticism rather than antisemitic content, as it doesn't invoke classical antisemitic tropes, target Jews as a collective, or deny Jewish rights.",True,"The text contains antisemitic elements by characterizing Israel as a 'genocidal war criminal colony,' which applies extreme demonizing language that goes beyond legitimate criticism. This type of characterization aligns with IHRA examples of antisemitism that involve demonizing allegations about Israel using disproportionate language not typically applied to other democratic nations.",False,"While the text uses inflammatory language calling Israel a 'genocidal war criminal colony,' this constitutes harsh political criticism of Israeli state policies rather than targeting Jews as Jews. The text explicitly distinguishes between criticism of Israel and antisemitism, and argues against conflating Jewish identity with support for Israel, which aligns with the JDA's protection of legitimate political discourse about Israel-Palestine issues."
3957,"1388.just bc nazi israelis pretend they'r jews it doesn't mean they get to violate humanrights.&amp;just bc some cover countries have jews in power positions&amp;feel that isr is exempt bc of the holocaust,it also doesn't mean they get to abuse humanrights.
from oppression to oppressor
g",1,Jews,IHRA Definition,"The text contains multiple antisemitic elements according to IHRA criteria: it makes Nazi comparisons by calling Israelis 'nazi israelis', promotes conspiracy theories about Jewish control ('cover countries have jews in power positions'), and uses dehumanizing language. These elements go beyond legitimate criticism of Israeli policies.",True,"The text contains multiple antisemitic elements according to IHRA definition: it uses the Nazi comparison ('nazi israelis'), applies dehumanizing language by claiming Israelis 'pretend they're jews', and suggests Jews in power positions provide unfair protection to Israel because of the Holocaust, which combines conspiracy theories about Jewish influence with Holocaust exploitation accusations.",True,"The text uses the antisemitic trope of calling Israelis 'nazi israelis' and claims they 'pretend they're jews,' which denies Jewish identity and applies Nazi imagery to Jews/Israel. It also suggests a conspiracy where 'cover countries have jews in power positions' protecting Israel, invoking the classical antisemitic trope of hidden Jewish power and influence."
3396,"Prophet  Muhammad (?) said:

 Let there be curse of Allah upon the Jews and the Christians for they have taken the graves of their apostles as places of worship.

Sahih Muslim 530",1,Jews,None,"This text is a religious quotation from Islamic scripture (Sahih Muslim) attributed to Prophet Muhammad regarding Christian and Jewish religious practices. While it contains criticism of Jewish and Christian worship practices, it is presented as a historical religious text rather than contemporary antisemitic content that targets Jews as Jews with modern antisemitic tropes or conspiracy theories.",False,"This text quotes a religious hadith from Islamic tradition expressing disapproval of certain religious practices. While it contains negative language about Jews and Christians, it is a historical religious text discussing worship practices rather than promoting contemporary antisemitic tropes, conspiracy theories, or hatred as defined by the IHRA definition.",False,"This text quotes a religious hadith from Islamic tradition expressing theological disagreement with Jewish and Christian practices regarding graves and worship. While the language is harsh, it represents historical religious criticism rather than targeting Jews as Jews with antisemitic tropes, conspiracy theories, or essentializing characteristics that define antisemitism according to the Jerusalem Declaration."
827,"The brutal assassination of our scientists by Israel only increases the anger of the Iranian people
And it makes us more determined to take revenge
Rest assured that the path of this great martyr will continue and we will continue his path
#Fakhrizadeh  
#????_????_????_???? https://t.co/L21vOXOpbS",1,Israel,None,"This text expresses anger about the assassination of Iranian scientists by Israel and calls for revenge, but it criticizes Israeli state actions rather than targeting Jews as Jews. The criticism is directed at Israel's military/intelligence operations, not at Jewish people collectively or using antisemitic tropes.",False,"This text expresses anger about the assassination of Iranian scientists by Israel and calls for revenge, but it criticizes Israeli government actions rather than targeting Jews as a collective. The criticism is directed at specific Israeli policies/actions similar to how other countries might be criticized for military operations, without employing antisemitic tropes, conspiracy theories, or stereotypes about Jewish people.",False,"This text expresses anger about an assassination and calls for revenge, but it criticizes Israel as a state for specific actions (assassinating scientists) rather than targeting Jews as Jews. The criticism is directed at Israeli state policy and actions, not at Jewish people collectively or using antisemitic tropes."
1339,"Palestine is made to be responsible for their health care and yet Israel controls Palestine’s water and electricity, as well as their highways and can kidnap Palestinians on a whim right out of their own houses. It’s rather convenient for Israel. 
Youre the liar, Cartright.",1,Israel,None,"This text criticizes Israeli policies regarding control over Palestinian infrastructure and security operations, but does not invoke antisemitic tropes, conspiracy theories, or target Jews as a collective. The criticism focuses on specific state actions and policies, which constitutes legitimate political discourse under both definitions.",False,"This text criticizes specific Israeli policies regarding control over Palestinian infrastructure and detention practices. While strongly worded, it focuses on governmental actions and policies rather than targeting Jews as a collective, promoting antisemitic stereotypes, or using classic antisemitic tropes. The criticism is similar to what might be leveled against other countries' policies.",False,"This text criticizes Israeli policies and control over Palestinian infrastructure and movement, which constitutes evidence-based criticism of state policies. It does not invoke antisemitic tropes, make generalizations about Jews as a people, or use coded antisemitic language - it focuses specifically on Israeli government actions and policies."
