original_index,text,is_antisemitic,keyword,prediction,description,model,max_tokens,temperature,usage,text_clean
2613,21 year old Palestinian woman murdered by her brother in honor killing  - anti smite Rashida Talib blames jews.  DA� https://t.co/Tq4MKmQN4h,0,Jews,True,"The text contains the antisemitic allegation that Rashida Tlaib 'blames jews' for an honor killing, which fits the pattern of 'blaming Jews for why things go wrong' as described in the IHRA definition. The misspelling 'anti smite' appears to be a derogatory reference to antisemitism, suggesting the author views criticism of alleged Jewish blame as antisemitic while simultaneously making antisemitic claims themselves.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3816, 'completion_tokens': 118, 'total_tokens': 3934}",21 year old palestinian woman murdered by her brother in honor killing anti smite rashida talib blames jews da
1056,"""Jews are not people; they are animals.""\n- Adolph Hitler\n\nIllegal immigrants are not people; they are animals.""\n- Donald Trump https://t.co/ZNh3U1NKn4",0,Jews,True,"The text contains a dehumanizing allegation about Jews by attributing the quote 'Jews are not people; they are animals' to Adolf Hitler. According to IHRA guideline 2.1.2, making dehumanizing allegations about Jews constitutes antisemitism, regardless of the comparative context with other groups.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3822, 'completion_tokens': 89, 'total_tokens': 3911}",jews are not people they are animalsn adolph hitlernnillegal immigrants are not people they are animalsn donald trump
1303,"America 2020: Auschwitz is trending on Twitter because a lockdown protester used the words Jews saw as they entered the Nazi death camp — work makes free — on a sign directed at Illinois' Jewish Governor, JB Pritzker. Who are we? https://t.co/GXtt60AVNq",0,Jews,True,"The text describes a lockdown protester using Nazi concentration camp language ('work makes free' - the Auschwitz motto 'Arbeit macht frei') specifically directed at a Jewish Governor. This constitutes using symbols and images associated with classic antisemitism to target a Jewish individual, which falls under guideline 2.1.9 of the IHRA definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3838, 'completion_tokens': 99, 'total_tokens': 3937}",america 2020 auschwitz is trending on twitter because a lockdown protester used the words jews saw as they entered the nazi death camp work makes free on a sign directed at illinois jewish governor jb pritzker who are we
2798,"WARNING: They tell us who they are, when will Jews &amp; Christians listen?  Turkish Imam Muhammed Korkmaz Hoca;  ""I am raising my son to be a high-quality, fantastic Enemy of the Jews and Christians""  ""I am their enemy. May the curse of Allah be upon them &amp; grant us hatred of them!"" https://t.co/HNQpl6my74",0,Jews,True,"The text promotes hatred toward Jews and Christians by sharing and amplifying an imam's explicit declaration of enmity and calls for divine curses against them. This constitutes a clear manifestation of antisemitism as defined by IHRA, expressing hatred toward Jews and promoting negative stereotypes by framing them as enemies deserving of divine punishment.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3860, 'completion_tokens': 90, 'total_tokens': 3950}",warning they tell us who they are when will jews amp christians listen turkish imam muhammed korkmaz hoca i am raising my son to be a highquality fantastic enemy of the jews and christians i am their enemy may the curse of allah be upon them amp grant us hatred of them
215,The ukthi in the video is basically Indonesia in a nutshell when it comes to Israel/Jews.\n\nShe’s saying that Muslims will slaughter Jews &amp; annihilate Israel.\n\nAntisemitism is sanctioned here. If you’re not an antisemite people would basically call you “Israel’s/Yahood’s biatch” https://t.co/4R1C9f6OtF,0,Israel,True,"The text reports on antisemitic content where someone is 'saying that Muslims will slaughter Jews & annihilate Israel.' This constitutes calling for the killing or harming of Jews (guideline 2.1.1) and demonstrates hatred toward Jews as defined in the IHRA definition. While the text appears to be criticizing this antisemitism rather than endorsing it, it still contains and spreads antisemitic content by describing threats of violence against Jews.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3866, 'completion_tokens': 119, 'total_tokens': 3985}",the ukthi in the video is basically indonesia in a nutshell when it comes to israeljewsnnshes saying that muslims will slaughter jews amp annihilate israelnnantisemitism is sanctioned here if youre not an antisemite people would basically call you israelsyahoods biatch
2903,"The NBA really loves their communist overlords.   NBA Store Allows 'Defund Police,' 'Beware of Jews' on Custom Jerseys, But Not 'Free Hong Kong' https://t.co/J7dkuu0IVn",0,Jews,True,The text contains the phrase 'Beware of Jews' which is a clear example of antisemitic rhetoric that promotes suspicion and hostility toward Jews as a group. This falls under the IHRA definition as it expresses hatred toward Jews and employs negative stereotyping by suggesting Jews are something to be wary of.,anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3826, 'completion_tokens': 89, 'total_tokens': 3915}",the nba really loves their communist overlords nba store allows defund police beware of jews on custom jerseys but not free hong kong
2622,"only Jews get to define antisemitism, only Jews get to define antisemitism,only Jews get to define antisemitism, on� https://t.co/XBmofj529o",0,Jews,True,"The text makes a stereotypical allegation about Jews as a collective having exclusive control over defining antisemitism, which fits the IHRA definition's example 2.1.2 of 'stereotypical allegations about Jews as such or the power of Jews as collective.' The repetitive nature emphasizes this claim about Jewish power and control.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3810, 'completion_tokens': 92, 'total_tokens': 3902}",only jews get to define antisemitism only jews get to define antisemitismonly jews get to define antisemitism on
2029,Joseph Goebbels Feb 10 1933 “ For one day our patience will reach its end and the Jews' insolent lying mouths will be shut for them”\n\nAdolf Hitler Sep 26 1938 “ that with regard to the problem of the Sudeten Germans my patience is now at an end”\n\nJoseph Biden Sep 9 2021: https://t.co/ubTLumMLv5,0,Jews,True,"The text quotes Nazi leaders Joseph Goebbels and Adolf Hitler making antisemitic statements about Jews, specifically Goebbels threatening to silence 'Jews' insolent lying mouths.' This constitutes antisemitic content as it reproduces historical antisemitic rhetoric that demonizes and threatens Jews as a collective group.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3868, 'completion_tokens': 90, 'total_tokens': 3958}",joseph goebbels feb 10 1933 for one day our patience will reach its end and the jews insolent lying mouths will be shut for themnnadolf hitler sep 26 1938 that with regard to the problem of the sudeten germans my patience is now at an endnnjoseph biden sep 9 2021
359,"Jordanian TV Host Omar Ayasra: The Holocaust Is a Story Used by Israel to Extort the West, Get Sympathy; Visiting Auschwitz Helps Israel Survive https://t.co/RM0QGRkQmr",0,Israel,True,"The text promotes Holocaust denial and distortion by characterizing the Holocaust as 'a story used by Israel to extort the West' rather than acknowledging it as a historical genocide. This falls under IHRA guideline 2.1.5 which identifies 'accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust' as antisemitic.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3826, 'completion_tokens': 105, 'total_tokens': 3931}",jordanian tv host omar ayasra the holocaust is a story used by israel to extort the west get sympathy visiting auschwitz helps israel survive
2328,"Just another  supporter/member pretending to be Jewish whilst calling us ""ZioNazis"" (white supremacist talk for Jews) &amp; announcing Jews are ""pedophiles.""\n\nHard left = Far-right, two cheeks of the same arse.\n\n#LabourAntisemitism https://t.co/xffSdJ9B3d",0,ZioNazi,True,"The text describes someone using the term 'ZioNazis' which is identified as 'white supremacist talk for Jews' and making allegations that 'Jews are pedophiles.' These constitute stereotypical and demonizing allegations about Jews as a collective, which falls under guideline 2.1.2 of the IHRA definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3857, 'completion_tokens': 96, 'total_tokens': 3953}",just another supportermember pretending to be jewish whilst calling us zionazis white supremacist talk for jews amp announcing jews are pedophilesnnhard left farright two cheeks of the same arsennlabourantisemitism
2986,"Richard Spencer is a fucking Nazi. Don't believe it? Listen to this.  ""Little fucking kikes, they get ruled by peop� https://t.co/dakbfTRBEl",0,Kikes,True,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jews. This constitutes a manifestation of antisemitism as hatred toward Jews expressed through derogatory language, fitting the IHRA definition of antisemitism as 'hatred toward Jews' that can be 'expressed in speech.'",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3811, 'completion_tokens': 92, 'total_tokens': 3903}",richard spencer is a fucking nazi dont believe it listen to this little fucking kikes they get ruled by peop
3017,"A jew hating antisemite tweets: �You�re a ZioNazi, facist, IsraHell apartheid loving, occupying child murdering Zio� https://t.co/4GlNFj59aG",0,ZioNazi,True,"The text contains multiple antisemitic elements according to IHRA guidelines: it uses the term 'ZioNazi' which compares Israeli policy to Nazis (guideline 2.1.10), employs derogatory language like 'IsraHell' which demonizes Israel, and makes stereotypical allegations about Jews/Israelis as 'child murdering.' These constitute manifestations of antisemitism targeting Israel as a Jewish collectivity with demonizing language.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3822, 'completion_tokens': 124, 'total_tokens': 3946}",a jew hating antisemite tweets youre a zionazi facist israhell apartheid loving occupying child murdering zio
1154,Iran: nearly triples its stockpile of enriched uranium  \nBen Rhodes: the Jews did this https://t.co/P0REyOjePX,0,Jews,True,"The text makes a mendacious allegation about Jews as a collective by suggesting they are responsible for Iran's uranium enrichment activities. This fits IHRA guideline 2.1.2 regarding stereotypical allegations about the power of Jews as a collective, and 2.1.3 about accusing Jews as a people of being responsible for wrongdoing.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3806, 'completion_tokens': 98, 'total_tokens': 3904}",iran nearly triples its stockpile of enriched uranium nben rhodes the jews did this
2193,"Glenys Wright describes Israelis as 'ZioNazis', reckons the Israeli government were behind ISIL and believes that Jews working in the Twin Towers were given advance warning of the 9/11 attacks. /8 https://t.co/0IAPwwe71O",0,ZioNazi,True,"The text contains multiple antisemitic elements according to IHRA guidelines: using 'ZioNazis' compares Israeli policy to Nazis (2.1.10), claiming Israeli government was behind ISIL promotes conspiracy theories about Jews controlling events (2.1.2), and alleging Jews received advance warning of 9/11 perpetuates antisemitic conspiracy myths about Jewish orchestration of disasters.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3836, 'completion_tokens': 108, 'total_tokens': 3944}",glenys wright describes israelis as zionazis reckons the israeli government were behind isil and believes that jews working in the twin towers were given advance warning of the 911 attacks 8
2043,The Austrian police hunt for the unvaccinated. Look in the attics — that’s where the Jews hid.  https://t.co/cWjNvg8Txa,0,Jews,True,"The text makes a direct comparison between Austrian police searching for unvaccinated people and the Nazi persecution of Jews during the Holocaust, specifically referencing where 'Jews hid' in attics. This trivializes the Holocaust and uses Jewish suffering as a comparison point for contemporary vaccine policies, which constitutes antisemitic rhetoric under the IHRA definition.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3810, 'completion_tokens': 93, 'total_tokens': 3903}",the austrian police hunt for the unvaccinated look in the attics thats where the jews hid
755,These are the Jews that Kevin likes to promote. A fringe group of extremists ex communicated for attending a Holocaust denial conference. The physically attack other Charedim and defaced Yad Vashem. https://t.co/ZulcAgbxYq https://t.co/PLqccogsh0,0,Jews,True,"The text makes stereotypical allegations about Jews as a collective by characterizing 'the Jews that Kevin likes to promote' as extremists who deny the Holocaust and engage in violence. This employs negative stereotyping of Jews and references Holocaust denial, which are manifestations of antisemitism according to IHRA guidelines 2.1.2 and 2.1.4.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3839, 'completion_tokens': 100, 'total_tokens': 3939}",these are the jews that kevin likes to promote a fringe group of extremists ex communicated for attending a holocaust denial conference the physically attack other charedim and defaced yad vashem
3025,You can't make this shite up. Lying madman says I rocked up to him in local park shouting zionazi and Rothschild. H� https://t.co/FplVIGfFAW,0,ZioNazi,True,"The text uses the term 'zionazi' which combines 'Zionist' with 'Nazi', constituting a comparison of contemporary Israeli/Zionist policy to that of the Nazis (guideline 2.1.10). Additionally, it references 'Rothschild' in a context that appears to invoke antisemitic conspiracy theories about Jewish financial control (guideline 2.1.2).",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3819, 'completion_tokens': 110, 'total_tokens': 3929}",you cant make this shite up lying madman says i rocked up to him in local park shouting zionazi and rothschild h
2681,Prince Charles: 'Foreign Jews' to blame for Middle East turmoil   ...https://t.co/0jh8Lq0gm2,0,Jews,True,"The text attributes blame for Middle East turmoil to 'Foreign Jews' as a collective group, which constitutes a stereotypical allegation about Jews as a collective and blames Jews for geopolitical problems. This falls under IHRA guideline 2.1.2 regarding mendacious allegations about the power of Jews as a collective and 2.1.3 about accusing Jews as a people of being responsible for wrongdoing.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3803, 'completion_tokens': 116, 'total_tokens': 3919}",prince charles foreign jews to blame for middle east turmoil
1586,This is just like when Hitler Tattooed the Jews so they could be identified.. I will never get this vaccine! https://t.co/mY6RyXjGhx,0,Jews,True,"The text draws a comparison between contemporary vaccine policies and Nazi persecution of Jews, specifically referencing Hitler's tattooing of Jews for identification. This constitutes drawing comparisons of contemporary policy to that of the Nazis in relation to Jewish persecution, which falls under antisemitic manifestations according to guideline 2.1.10.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3809, 'completion_tokens': 88, 'total_tokens': 3897}",this is just like when hitler tattooed the jews so they could be identified i will never get this vaccine
1378,"If Hitler had killed jews, How there are still 20 millions Jews in the world? https://t.co/mHnmIJaB5n",0,Jews,True,"This text denies the Holocaust by questioning whether Hitler killed Jews, which directly violates IHRA guideline 2.1.4 that defines Holocaust denial as antisemitic. The rhetorical question format is used to cast doubt on the historical fact of the genocide of Jewish people during World War II.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3803, 'completion_tokens': 84, 'total_tokens': 3887}",if hitler had killed jews how there are still 20 millions jews in the world
1354,"Ilhan Omar: 'If Israel Is So Innocent, Then Why Do They Insist On Being Jews?' | The Babylon Bee https://t.co/QgUFdl6SFM",0,Jews,True,"This text presents a fabricated quote that portrays being Jewish as inherently problematic or suspicious, suggesting that Jewish identity itself is evidence of guilt or wrongdoing. This constitutes a stereotypical allegation about Jews as a collective and employs the antisemitic trope that Jews are inherently untrustworthy or deceptive.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3815, 'completion_tokens': 92, 'total_tokens': 3907}",ilhan omar if israel is so innocent then why do they insist on being jews the babylon bee
2151,"Anti-semitism used to mean job discrimination and stigmatization of Jews as ""kikes"". Today the definition has shifted to mean any criticism of Israel because Israel supporters must do anything they can to prevent #BDS from entering the mainstream. https://t.co/fZbUGQGk1m",0,Kikes,True,"The text makes mendacious allegations about Jews as a collective by claiming that 'Israel supporters' are deliberately manipulating the definition of antisemitism for strategic purposes. This perpetuates the antisemitic stereotype that Jews conspire to control discourse and institutions for their own benefit, which falls under IHRA guideline 2.1.2 regarding allegations about the power of Jews as a collective.",anthropic/claude-sonnet-4,800,0.0,"{'prompt_tokens': 3833, 'completion_tokens': 103, 'total_tokens': 3936}",antisemitism used to mean job discrimination and stigmatization of jews as kikes today the definition has shifted to mean any criticism of israel because israel supporters must do anything they can to prevent bds from entering the mainstream
