text,is_antisemitic,prediction,original_index,ID,CreateDate,Username,description,keyword,original_text,error_type
"It took lying criminal Trump who obeyed his ZioNazi boss who funds him -S Adelson-To finally crack the biggest cult, biggest lie of fake Evangelicals-Who  pray to the cancerous terrorist racist apartheid regime-Shame on them-It’s against all of Jesus’ teachings! Any ?’s- #TBT",1,1,977,1183041375438282752,2019-10-12 15:26:58+00:00,corjoy,"The text contains antisemitic content by using the term 'ZioNazi' which combines 'Zionist' with 'Nazi', making a comparison between Israeli/Zionist policy and Nazis (guideline 2.1.10). It also employs conspiracy theories about Jewish control by suggesting Sheldon Adelson (identified as Jewish) controls Trump, fitting the pattern of alleging Jewish conspiracy to control government (guideline 2.1.2).",ZioNazi,"@amjoyshow It took lying criminal Trump who obeyed his ZioNazi boss who funds him -S Adelson-To finally crack the biggest cult, biggest lie of fake Evangelicals-Who  pray to the cancerous terrorist racist apartheid regime-Shame on them-It’s against all of Jesus’ teachings! Any ?’s- #TBT",true_positive
"Most liberal minded Jews who are the majority of that religion support Democrat’s , who stab them in the back.\nMakes no sense!🤡",0,1,542,1277709760679329796,2020-06-29 21:05:20+00:00,howardlewkowit1,"The text makes stereotypical allegations about Jews as a collective group, claiming that 'most liberal minded Jews' behave in a particular political way and suggesting this behavior 'makes no sense.' This constitutes a stereotypical characterization of Jews as a group based on their religion and political behavior, which falls under the IHRA definition's prohibition against 'stereotypical allegations about Jews as such.'",Jews,"@nicolelampert Most liberal minded Jews who are the majority of that religion support Democrat’s , who stab them in the back.\nMakes no sense!🤡",false_positive
⬆ #unpopularopinion #Syria The American dream of  kikes conceivably is due to the new arnott's shapes rawr xd Fad . 〰 ⚡ 🚶 👏 🐻 🌑 🌔 ⏫ 🚌 😿 💢 🚻,1,1,913,1194561014169264130,2019-11-13 10:21:54+00:00,plive_calmer,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people. This constitutes a manifestation of antisemitism as defined by IHRA, specifically targeting Jews with derogatory language that expresses hatred toward Jews.",Kikes,⬆ #unpopularopinion #Syria The American dream of  kikes conceivably is due to the new arnott's shapes rawr xd Fad . 〰 ⚡ 🚶 👏 🐻 🌑 🌔 ⏫ 🚌 😿 💢 🚻,true_positive
"When david Ignatius of the Washington Post writes “\nTrump is right. The Israel-UAE agreement is a huge achievement.”he sets the stage for the Nobel Peace Prize to be awarded to a President who has actually  achieved something,",0,0,65,1295051146646757376,2020-08-16 17:33:48+00:00,cr100064,"The text discusses Trump's potential Nobel Peace Prize nomination for the Israel-UAE agreement without making any antisemitic statements. It does not contain hatred toward Jews, antisemitic stereotypes, conspiracy theories, or any of the manifestations outlined in the IHRA definition.",Israel,"When david Ignatius of the Washington Post writes “\nTrump is right. The Israel-UAE agreement is a huge achievement.”he sets the stage for the Nobel Peace Prize to be awarded to a President who has actually  achieved something,",true_negative
"During Holocaust, Jews went back to where they ""belong"" to die fighting rather than being wiped out. Despite that anti-Semitism is still a thing but not pronounced because Isreal used Germans to send a message to the world with Olympic Bombing saga.",0,1,536,1271547389027942400,2020-06-12 20:58:16+00:00,theniyi,"The text contains Holocaust denial/distortion by suggesting Jews 'went back to where they belong to die fighting rather than being wiped out,' which minimizes and misrepresents the systematic genocide. It also promotes conspiracy theories about Israel orchestrating the Munich Olympics attack to 'send a message,' which falls under antisemitic allegations about Jewish/Israeli manipulation and conspiracy.",Jews,"@OluyomiOjo During Holocaust, Jews went back to where they ""belong"" to die fighting rather than being wiped out. Despite that anti-Semitism is still a thing but not pronounced because Isreal used Germans to send a message to the world with Olympic Bombing saga.",false_positive
"""Jews must stop bringing religion into this fight because don't want religious extremism in our resistance. Why can't they come out as normal Germans and not Jews? Unless our movement is secular and committed to Germany, it won't win against Nazi fascism.""",1,1,265,1211897682786058240,2019-12-31 06:31:38+00:00,satirist_indian,The text contains antisemitic allegations by suggesting Jews cannot be 'normal Germans' and implying dual loyalty - that Jews prioritize their Jewish identity over German national identity. This aligns with IHRA guideline 2.1.6 about accusing Jewish citizens of being more loyal to alleged Jewish priorities than to their own nations.,Jews,"""Jews must stop bringing religion into this fight because don't want religious extremism in our resistance. Why can't they come out as normal Germans and not Jews? Unless our movement is secular and committed to Germany, it won't win against Nazi fascism.""",true_positive
"Don’t ask the Warmongers, Neocrazies or Likudnicks they have Zionazi induced dementia.",1,1,959,1148585872700465152,2019-07-09 13:33:06+00:00,TheAesculapius,"The text uses the antisemitic term 'Zionazi' which draws comparisons between Israeli/Zionist policy and Nazis, explicitly mentioned in guideline 2.1.10 as an example of antisemitism. The term 'Likudnicks' also targets supporters of Israel's Likud party in a derogatory manner.",ZioNazi,"@RaniaKhalek Don’t ask the Warmongers, Neocrazies or Likudnicks they have Zionazi induced dementia.",true_positive
"According to ZioNazis in order for you NOT to be anti Semitic you have to support israel’s murder of Palestinian children daily. You have to praise the illegal occupation of Palestine and support the bombings and besiegement of Gaza. Then maybe, you’re ok... that’s the mentality.",1,1,982,1164309595747213314,2019-08-21 22:53:34+00:00,BrendaHazelhur1,"The text uses the term 'ZioNazis' which combines 'Zionist' with 'Nazi', constituting a comparison of contemporary Israeli policy to that of the Nazis as specified in guideline 2.1.10. This represents a form of antisemitism according to the IHRA definition.",ZioNazi,"According to ZioNazis in order for you NOT to be anti Semitic you have to support israel’s murder of Palestinian children daily. You have to praise the illegal occupation of Palestine and support the bombings and besiegement of Gaza. Then maybe, you’re ok... that’s the mentality.",true_positive
RT : I have an Israel joke but it doesn�t exist ?????,1,1,1100,1288446545151447041,2020-07-29 12:09:29+00:00,arhamnazuri_,"The text denies Israel's right to exist by claiming 'it doesn't exist', which according to IHRA guideline 2.1.7 constitutes denying the Jewish people their right to self-determination. This falls under antisemitism as defined by the IHRA working definition.",Israel,RT @amesolihik: I have an Israel joke but it doesn�t exist ?????,true_positive
"Left as nomads, came back as godless thieves and murderers;\nleft as Jews, came back as parasitic profiteering zionists.",1,1,398,1226663964630802432,2020-02-10 00:27:34+00:00,QUIGGYPAULS,"The text contains multiple antisemitic stereotypes from the IHRA definition, including characterizing Jews as 'parasites' (dehumanizing imagery), 'thieves,' 'murderers,' and 'profiteering' (negative character traits), and uses 'godless' as a demonizing allegation about Jews as a collective.",Jews,"@Marshall_H15 Left as nomads, came back as godless thieves and murderers;\nleft as Jews, came back as parasitic profiteering zionists.",true_positive
Don't those zionazi snipers have any kind of a moral compass? They shoot and kill unarmed people who are only protesting for their rights.,1,1,949,1109748138515054592,2019-03-24 09:25:49+00:00,saurokursk,"The text uses the term 'zionazi' which combines 'Zionist' with 'Nazi', constituting a comparison of contemporary Israeli policy to that of the Nazis as specified in guideline 2.1.10. This represents a form of antisemitism by drawing Nazi comparisons to characterize Israel or Israelis.",ZioNazi,@swilkinsonbc Don't those zionazi snipers have any kind of a moral compass? They shoot and kill unarmed people who are only protesting for their rights.,true_positive
"Dear Israel, \nNo matter how many elections you hold — 4 in 2 years — you won’t be a democracy. You’re an apartheid state. \nSincerely,\nThe world",1,1,107,1341538128687935493,2020-12-23 00:16:29+00:00,BikBickmore,The text claims that Israel is 'an apartheid state' which according to IHRA guideline 2.1.7 constitutes denying the Jewish people their right to self-determination by claiming the existence of a State of Israel is a racist endeavor. The clarification explicitly states that 'claiming that a State of Israel as per se racist (or an Apartheid state) is an example of denying the Jewish people their right to self-determination and is therefore antisemitic.',Israel,"Dear Israel, \nNo matter how many elections you hold — 4 in 2 years — you won’t be a democracy. You’re an apartheid state. \nSincerely,\nThe world",true_positive
"⛅ Without a doubt, #MAGA The best thing about kikes in the near future could have been due to Queenslanders rawr Fad . 🚽 💗 👭 🚩 🆗 🌠 💚 🏤 🎽 📍 3⃣",1,1,910,1201368371234775040,2019-12-02 05:11:54+00:00,plive_calmer,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people. This constitutes a manifestation of antisemitism as defined by IHRA, specifically targeting Jews with derogatory language that expresses hatred toward Jews.",Kikes,"⛅ Without a doubt, #MAGA The best thing about kikes in the near future could have been due to Queenslanders rawr Fad . 🚽 💗 👭 🚩 🆗 🌠 💚 🏤 🎽 📍 3⃣",true_positive
"(Acts 29:23164)  AND SO THE WHITE PEOPLE began calling themselves ""WHITE JEWS"" like today, that inhabit devil's murderous White Supremacist White Superiority Nazi Gestapo Hitler Israel of the Middle East, still demon Communist guided today, the WHITE JEWS impostor fraud people,",1,1,754,1295912803073757185,2020-08-19 02:37:43+00:00,rlmhitman5447,"The text contains multiple antisemitic elements including Holocaust denial implications by calling Israel 'Nazi Gestapo Hitler Israel', demonizing characterizations of Jews as 'devil's murderous' and 'demon Communist guided', and promoting conspiracy theories about 'impostor fraud' Jews. These align with IHRA examples of demonizing allegations about Jews and drawing comparisons between Israeli policy and Nazis.",Jews,"(Acts 29:23164)  AND SO THE WHITE PEOPLE began calling themselves ""WHITE JEWS"" like today, that inhabit devil's murderous White Supremacist White Superiority Nazi Gestapo Hitler Israel of the Middle East, still demon Communist guided today, the WHITE JEWS impostor fraud people,",true_positive
RT : #AdiZaMountThisAward Aditi Rathore is daring she directly kikes adiza VMS,0,1,1501,1108071747356483584,2019-03-19 18:24:26+00:00,AdizaOnlyfor,The text contains the word 'kikes' which is a well-known antisemitic slur used to dehumanize and demonize Jewish people. This falls under the IHRA definition as a dehumanizing allegation about Jews and employs negative stereotypes directed toward Jewish individuals.,Kikes,RT @Purbita9: #AdiZaMountThisAward Aditi Rathore is daring she directly kikes adiza VMS,false_positive
"so jews like Bernie Sanders, Harvey Weinstein, and Woody Allan gave bad impressions of jews to many Americans. \n\nthats changing. now Americans are getting exposure to practicing or conservative jews who are patriotic and capitalist. Ben Shapiro, Dave Horowitz, Benjamin Netanyahu.",0,1,220,1131059484388761601,2019-05-22 04:49:29+00:00,superma81301234,"The text makes stereotypical allegations about Jews as a collective by suggesting that certain Jewish individuals gave 'bad impressions of jews to many Americans' and contrasting them with 'practicing or conservative jews who are patriotic and capitalist.' This employs negative character traits and stereotypes about Jews as a group, which falls under the IHRA definition's examples of antisemitic manifestations.",Jews,"@Jerusalem_Post so jews like Bernie Sanders, Harvey Weinstein, and Woody Allan gave bad impressions of jews to many Americans. \n\nthats changing. now Americans are getting exposure to practicing or conservative jews who are patriotic and capitalist. Ben Shapiro, Dave Horowitz, Benjamin Netanyahu.",false_positive
"JOKER Sir, yes, sir! HARTMAN Did I wanna get on niggers, kikes, wops or deny himself or the boy was not tell me, I mean,",1,1,938,1145009733625143297,2019-06-29 16:42:48+00:00,dgfxdfg001,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jews. This constitutes a manifestation of antisemitism as hatred toward Jews expressed through derogatory language, fitting the IHRA definition of antisemitism as 'hatred toward Jews' that can be 'expressed in speech.'",Kikes,"JOKER Sir, yes, sir! HARTMAN Did I wanna get on niggers, kikes, wops or deny himself or the boy was not tell me, I mean,",true_positive
"ZioNazis pogroms &amp; world powers were silent when hitler was killing Jews  with the collaboration of Zionist Jews &amp; now world powers silent again when zionists are killing Palestinians, UNCONSCIONABLE",1,1,998,1213728588781899778,2020-01-05 07:47:00+00:00,Iqbalwaheed17,"The text contains multiple antisemitic elements according to IHRA guidelines: it uses the term 'ZioNazis' which compares Israeli policy to Nazis (guideline 2.1.10), falsely claims Zionist Jews collaborated with Hitler during the Holocaust which distorts Holocaust history, and employs conspiracy-like language suggesting coordinated Jewish wrongdoing across time periods.",ZioNazi,"@swilkinsonbc ZioNazis pogroms &amp; world powers were silent when hitler was killing Jews  with the collaboration of Zionist Jews &amp; now world powers silent again when zionists are killing Palestinians, UNCONSCIONABLE",true_positive
David Reich is Jewish.  He knows very well that most of the people he claim to be White are actually Jews.  This is Jewish supremacy. Learn the difference!  #BLM should learn the truth.,1,1,1308,1270230159426310147,2020-06-09 05:44:04+00:00,huntedviva,"The text makes stereotypical allegations about Jews as a collective, suggesting they engage in deceptive behavior by claiming to be White when they are actually Jewish, and frames this as 'Jewish supremacy.' This fits the IHRA definition's example 2.1.2 of making stereotypical allegations about the power of Jews as a collective.",Jews,David Reich is Jewish.  He knows very well that most of the people he claim to be White are actually Jews.  This is Jewish supremacy. Learn the difference!  #BLM should learn the truth.,true_positive
🏡 Did you know? #randum The media's biased view of kikes heading up in the world will be aliens ? Fad :) ⛄ 🚡 👔 🍀 🐻 🌎 ⚡ 9⃣ 🎠 🙅 ✋ 🎩,1,1,905,1207784898028814336,2019-12-19 22:08:53+00:00,plivecalmest,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people. This constitutes a manifestation of antisemitism as defined by IHRA, specifically targeting Jews with derogatory language.",Kikes,🏡 Did you know? #randum The media's biased view of kikes heading up in the world will be aliens ? Fad :) ⛄ 🚡 👔 🍀 🐻 🌎 ⚡ 9⃣ 🎠 🙅 ✋ 🎩,true_positive
over 80% of #ConservativeMP's &amp; #BlairiteMP's Are Friends of Israel .Many are Paid agents for Israel ! \n\nAsk.... Who are the friends if #UK #Britain ???????,1,1,159,1320006547863461890,2020-10-24 14:17:40+00:00,Kh9syl,"The text makes stereotypical allegations about Jews/Israel controlling government institutions by claiming many MPs are 'paid agents for Israel,' which aligns with IHRA guideline 2.1.2 about myths of Jews controlling government or other societal institutions.",Israel,over 80% of #ConservativeMP's &amp; #BlairiteMP's Are Friends of Israel .Many are Paid agents for Israel ! \n\nAsk.... Who are the friends if #UK #Britain ???????,true_positive
"It’s unclear who  is claiming Jews would be “disloyal” to, but charges of disloyalty have long been used to attack Jews. As we’ve said before, it's possible to engage in the democratic process w/o these claims. It's long overdue to stop using Jews as a political football.",0,0,292,1164208701324111879,2019-08-21 16:12:39+00:00,jbstaniforth,"The text criticizes the use of disloyalty charges against Jews and advocates against using Jews as a political football. Rather than expressing antisemitic views, it explicitly condemns antisemitic tropes and calls for stopping their use in political discourse.",Jews,"It’s unclear who @POTUS is claiming Jews would be “disloyal” to, but charges of disloyalty have long been used to attack Jews. As we’ve said before, it's possible to engage in the democratic process w/o these claims. It's long overdue to stop using Jews as a political football.",true_negative
Nick Cannon gave us unfiltered truth. You negros and Hispanics are the real Jews. Don’t condemn the man for his apology that was forced upon him by the powers that be. The truth has already went forth.,1,1,593,1284480678063673345,2020-07-18 13:30:32+00:00,BOYTroi,"The text promotes the antisemitic conspiracy theory that Black people and Hispanics are the 'real Jews,' which implicitly denies Jewish identity and heritage. It also references 'powers that be' forcing an apology, suggesting a conspiracy involving Jewish control or influence, which aligns with antisemitic stereotypes about Jewish power and control mentioned in guideline 2.1.2.",Jews,Nick Cannon gave us unfiltered truth. You negros and Hispanics are the real Jews. Don’t condemn the man for his apology that was forced upon him by the powers that be. The truth has already went forth.,true_positive
"""Dear British Jews,  we are so furious you have a voice. Why don't you shut up?  Signed: middle-class Guardian readers, Corbyn supporters, with all our 8 Twitter accounts per person"".",0,0,1185,1217036226932461569,2020-01-14 10:50:22+00:00,AndreaZanardo8,"This text appears to be satirical commentary criticizing Guardian readers and Corbyn supporters for allegedly wanting to silence British Jews, rather than expressing antisemitic views itself. The text is defending Jewish voices against perceived silencing attempts, not targeting Jews with hatred or negative stereotypes.",Jews,"""Dear British Jews,  we are so furious you have a voice. Why don't you shut up?  Signed: middle-class Guardian readers, Corbyn supporters, with all our 8 Twitter accounts per person"".",true_negative
First accept patrilineal Jews and then we can discuss Jewish unity.,0,0,586,1279653698558234627,2020-07-05 05:49:51+00:00,Go321D,"This text discusses internal Jewish community matters regarding patrilineal descent and Jewish unity. It does not express hatred toward Jews, employ antisemitic stereotypes, or make any of the specific antisemitic allegations outlined in the IHRA definition.",Jews,@ShawM1988 First accept patrilineal Jews and then we can discuss Jewish unity.,true_negative
Isaiah 45:17 But Israel shall be saved in the LORD YAHAWAH BAHASHAM YAHAWASHI with an everlasting salvation: ye shall not be ashamed nor confounded world without end.,0,0,1101,1302027568963563521,2020-09-04 23:35:37+00:00,EroticCity_,"This text is a biblical verse (Isaiah 45:17) that speaks positively about Israel's salvation through divine intervention. It contains no hatred toward Jews, negative stereotypes, conspiracy theories, or other antisemitic content as defined by the IHRA guidelines.",Israel,Isaiah 45:17 But Israel shall be saved in the LORD YAHAWAH BAHASHAM YAHAWASHI with an everlasting salvation: ye shall not be ashamed nor confounded world without end.,true_negative
"ZioNazi calmly says the Torah tells Jews it's OK to kill idol worshippers, including Christians",1,1,1518,1169054072055504896,2019-09-04 01:06:25+00:00,talkestani,"The text uses the antisemitic portmanteau 'ZioNazi' which compares Israeli/Jewish policy to Nazis (guideline 2.1.10), and makes mendacious allegations about Jewish religious texts promoting violence against Christians, invoking the classic antisemitic trope of Jews being enemies of Christianity (guideline 2.1.2).",ZioNazi,"ZioNazi calmly says the Torah tells Jews it's OK to kill idol worshippers, including Christians",true_positive
"Citizens of Israel, our accomplishments measure up to every global standard, all the more so since we live in a very small and crowded country. Therefore, your achievement here is very important.",0,0,1033,1251641618584621057,2020-04-18 22:39:50+00:00,Gumanti95485609,"This text is a positive statement about Israeli citizens and their accomplishments, acknowledging the country's small size and population density. It contains no hatred toward Jews, negative stereotypes, conspiracy theories, or any other antisemitic content as defined by the IHRA guidelines.",Israel,"Citizens of Israel, our accomplishments measure up to every global standard, all the more so since we live in a very small and crowded country. Therefore, your achievement here is very important.",true_negative
"And hates Jews; diminished what happens on 9/11; wants Socialism, open border; universal health care...NO thanks. She talks about the America we all deserve...and it’s not what her ideal America is, that’s for damn sure! Get it?",0,0,223,1152177937992617984,2019-07-19 11:26:41+00:00,laves0826,The text mentions 'hates Jews' as a criticism of someone but does not itself express hatred toward Jews or employ antisemitic stereotypes. It appears to be criticizing someone else's alleged antisemitism rather than promoting it.,Jews,"@J_oshHill And hates Jews; diminished what happens on 9/11; wants Socialism, open border; universal health care...NO thanks. She talks about the America we all deserve...and it’s not what her ideal America is, that’s for damn sure! Get it?",true_negative
"The World must not just hold the Caucasian west accountable for racism;The Arabs,Jews,Indians and the Chinese have over the years also demonstrated an equal degree and intensity of hatred for black people.We must have the moral courage to call them out for a real change.",0,0,607,1271734324937854976,2020-06-13 09:21:05+00:00,uzo_emeka,"The text criticizes multiple ethnic groups including Jews for alleged racism against Black people, but this constitutes criticism of behavior rather than antisemitic stereotyping. The text does not employ classic antisemitic tropes, conspiracy theories, or demonizing characterizations specific to Jews as defined by the IHRA guidelines.",Jews,"The World must not just hold the Caucasian west accountable for racism;The Arabs,Jews,Indians and the Chinese have over the years also demonstrated an equal degree and intensity of hatred for black people.We must have the moral courage to call them out for a real change.",true_negative
"The Jews have already subjugated all world governments to themselves, they have destroyed, or are in the process of destroying, those who do not cooperate completely, and most Christians still remain oblivious.\n\nWake up folks we're running out of precious time",1,1,708,1252870264859144201,2020-04-22 08:02:03+00:00,Oblivion_Mage,"This text contains antisemitic allegations that Jews secretly control world governments and are conspiring to destroy those who don't cooperate, which directly matches IHRA guideline 2.1.2 about 'mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews as such or the power of Jews as collective — such as, especially but not exclusively, the myth about a world Jewish conspiracy or of Jews controlling the media, economy, government or other societal institutions.'",Jews,"The Jews have already subjugated all world governments to themselves, they have destroyed, or are in the process of destroying, those who do not cooperate completely, and most Christians still remain oblivious.\n\nWake up folks we're running out of precious time",true_positive
"2000 years ago a small group of Jews led by the Holy Spirit stood up against hypocrisy. They�ve lost friends,family and respect among some but they�ve gained eternal life. I call all to stand for the truth and not hide behind the hypocrisy of the liberals. Eternal Life Matters!",0,0,1341,1297335978248540160,2020-08-23 00:52:55+00:00,Bart35091946,"The text discusses a historical religious event (likely referring to early Christians) and makes a contemporary political statement about liberals, but does not contain hatred toward Jews, negative stereotypes about Jews, or any of the specific antisemitic manifestations outlined in the IHRA definition. The reference to Jews is historical and religious in nature without expressing antisemitic sentiment.",Jews,"2000 years ago a small group of Jews led by the Holy Spirit stood up against hypocrisy. They�ve lost friends,family and respect among some but they�ve gained eternal life. I call all to stand for the truth and not hide behind the hypocrisy of the liberals. Eternal Life Matters!",true_negative
"#Palestine now faces complete extinction as #Israel's US backed ZioNazis plan full annexation.The US-blackmailed UN &amp; Islamic &amp; #Arab govts other than Iran all turn their backs. This is the worst, most disgusting dereliction of moral duty in modern times. #Capetown #SouthAfrica",1,1,1013,1233991063330791424,2020-03-01 05:42:50+00:00,theforeverman,"The text uses the term 'ZioNazis' to describe Israel, which constitutes a comparison of contemporary Israeli policy to that of the Nazis (guideline 2.1.10). This type of Nazi comparison is explicitly listed as an example of antisemitism in the IHRA definition.",ZioNazi,"#Palestine now faces complete extinction as #Israel's US backed ZioNazis plan full annexation.The US-blackmailed UN &amp; Islamic &amp; #Arab govts other than Iran all turn their backs. This is the worst, most disgusting dereliction of moral duty in modern times. #Capetown #SouthAfrica",true_positive
"Yet another right wing US terrorist shootng of civilans, this time in #ElPaso, but the ZioNazi run #Trump regime will do nothing to stop this, no gun controls, no clampdowns, they only have eyes for #antifa and #muslims..#Capetown #SouthAfrica",1,1,960,1157771145539665922,2019-08-03 21:52:06+00:00,theforeverman,"The text uses the antisemitic term 'ZioNazi' to describe the Trump regime, which combines 'Zionist' with 'Nazi' in a way that draws comparisons between Israeli/Jewish policy and Nazi ideology. This falls under IHRA guideline 2.1.10 which identifies 'drawing comparisons of contemporary Israeli policy to that of the Nazis' as antisemitic.",ZioNazi,"Yet another right wing US terrorist shootng of civilans, this time in #ElPaso, but the ZioNazi run #Trump regime will do nothing to stop this, no gun controls, no clampdowns, they only have eyes for #antifa and #muslims..#Capetown #SouthAfrica",true_positive
"U.S. soldier killed in Kenya, Trump says nothing.\n\nJews attacked in New York, Trump stays quiet.\n\nEarthquakes affect millions of U.S. citizens in Puerto Rico, zero from Trump.\n\nIt’s not that he’s not our President, it’s that we’re not his constituents.\n\nHe doesn’t care about us.",0,0,437,1214638656264142848,2020-01-07 20:03:17+00:00,GammaBolt,"The text mentions 'Jews attacked in New York' as one example of events Trump allegedly ignored, but this is presented as factual reporting of antisemitic incidents rather than expressing antisemitic views. The text criticizes Trump's response patterns without making any antisemitic allegations, stereotypes, or expressing hatred toward Jews.",Jews,"U.S. soldier killed in Kenya, Trump says nothing.\n\nJews attacked in New York, Trump stays quiet.\n\nEarthquakes affect millions of U.S. citizens in Puerto Rico, zero from Trump.\n\nIt’s not that he’s not our President, it’s that we’re not his constituents.\n\nHe doesn’t care about us.",true_negative
"Lol y'all still in denial about who the true Jews are, huh?",1,1,1414,1280436345182343170,2020-07-07 09:39:48+00:00,KingTate84,"The text makes a stereotypical allegation about Jewish identity by suggesting that current Jews are not the 'true Jews,' which implies a conspiracy theory about Jewish legitimacy and identity. This falls under the IHRA definition's example 2.1.2 regarding mendacious and stereotypical allegations about Jews as a collective.",Jews,"@ProFootballTalk Lol y'all still in denial about who the true Jews are, huh?",true_positive
Sound like a good trade. All muslims out of Europe and into Israel. Perfect plan,1,0,42,1278688406307065856,2020-07-02 13:54:07+00:00,aztcfg,"While this text expresses discriminatory views against Muslims and suggests forced population transfer, it does not target Jews or express hatred toward Jews as defined by the IHRA definition. The text does not contain antisemitic stereotypes, conspiracy theories about Jews, or manifestations directed toward Jewish individuals or institutions.",Israel,@theshiathinker Sound like a good trade. All muslims out of Europe and into Israel. Perfect plan,false_negative
"British people love to talk about saving Jews from the Nazis. Do you imagine they were flown in by benevolent aircrafts? \n\nThey came in the bowels of boats, on crowded trains, walked for miles across mountains. They were turned away at ports, put in prisons, called invaders.",0,0,665,1292445119442976769,2020-08-09 12:58:23+00:00,FeelaReader,"The text discusses historical treatment of Jewish refugees during WWII, highlighting how they were often mistreated despite claims of rescue. This is a factual historical observation about refugee experiences and does not contain hatred toward Jews, stereotypes, conspiracy theories, or other antisemitic content as defined by IHRA.",Jews,"British people love to talk about saving Jews from the Nazis. Do you imagine they were flown in by benevolent aircrafts? \n\nThey came in the bowels of boats, on crowded trains, walked for miles across mountains. They were turned away at ports, put in prisons, called invaders.",true_negative
“Our stance is very clear from day one and Quaid-i-Azam Muhammad Ali Jinnah had said Pakistan can never accept state of Israel until the people of Palestine get rights and state\n#PakistanReject_Israel\n,1,0,139,1331547364406988800,2020-11-25 10:36:45+00:00,mahasyed22,"This text expresses Pakistan's political position of not recognizing Israel until Palestinian rights are addressed, which constitutes criticism of Israel similar to that leveled against other countries. The statement does not contain antisemitic stereotypes, conspiracy theories, or hatred toward Jews as a people, and represents legitimate political discourse about state recognition and Palestinian rights.",Israel,“Our stance is very clear from day one and Quaid-i-Azam Muhammad Ali Jinnah had said Pakistan can never accept state of Israel until the people of Palestine get rights and state\n#PakistanReject_Israel\n@mahasyed22,false_negative
⚽ Share This: #randum The worst thing about kikes feasibly will be vaccinations :) #FAKENEWS :( 🐔 🐉 🌋 💢 🐜 🚃 🎢 💏 🐼 👛 ↖ 👣,1,1,894,1196578312061149185,2019-11-18 23:57:55+00:00,plive_calmer,"The text contains the antisemitic slur 'kikes' which is a derogatory term for Jewish people. This constitutes a manifestation of antisemitism as defined by IHRA, specifically falling under dehumanizing and stereotypical allegations about Jews.",Kikes,⚽ Share This: #randum The worst thing about kikes feasibly will be vaccinations :) #FAKENEWS :( 🐔 🐉 🌋 💢 🐜 🚃 🎢 💏 🐼 👛 ↖ 👣,true_positive
How come  gets into trouble for speaking against Sharia Law but #IlhanOmar can speak against Jews and remain in Congress???,0,0,235,1107689845089058817,2019-03-18 17:06:53+00:00,Betsabe20036478,"The text criticizes Ilhan Omar for allegedly speaking against Jews, but does not itself contain antisemitic content according to the IHRA definition. It does not make stereotypical allegations about Jews, deny their rights, or employ antisemitic tropes - it appears to be a political criticism about perceived double standards in how different statements are treated.",Jews,How come @JudgeJeanine gets into trouble for speaking against Sharia Law but #IlhanOmar can speak against Jews and remain in Congress???,true_negative
"Ben &amp; Jerry�s literally operates a factory in Israel�built on top of an ethnically cleansed Palestinian village�that runs on water stolen from Palestinians. It�s frankly absurd that they�re pretending to be against �unequal, racist� policies when they�re profiting off of them.",1,0,1052,1277559404968239105,2020-06-29 11:07:52+00:00,HusnaParuk,"The text criticizes Ben & Jerry's business practices in Israel and alleges unethical treatment of Palestinians, but does not target Jews as a people, make antisemitic stereotypes, or employ classic antisemitic tropes. This appears to be criticism of Israeli policies and corporate practices rather than antisemitic content according to the IHRA definition.",Israel,"Ben &amp; Jerry�s literally operates a factory in Israel�built on top of an ethnically cleansed Palestinian village�that runs on water stolen from Palestinians. It�s frankly absurd that they�re pretending to be against �unequal, racist� policies when they�re profiting off of them.",false_negative
That's a very racist statement about Jews peter!I demand that u r fired!!,0,0,790,1279992034170937345,2020-07-06 04:14:16+00:00,JOSECOWBOYS17,"The text appears to be calling out someone named Peter for making a racist statement about Jews and demanding they be fired. This is opposing antisemitism rather than expressing it, as it condemns racist statements about Jews.",Jews,@Rosenbergradio That's a very racist statement about Jews peter!I demand that u r fired!!,true_negative
The holocaust actually hurt queer and trans culture FAR more than it hurt the Jews but y'all aint ready to have that conversation ??,1,1,1336,1271062786689265665,2020-06-11 12:52:38+00:00,SonyCopyright,"This text minimizes and denies the scope of the Holocaust against Jews by falsely claiming it hurt other groups 'FAR more than it hurt the Jews.' According to IHRA guideline 2.1.4, denying the scope of the Holocaust - which involved the systematic murder of approximately six million Jews - constitutes antisemitism.",Jews,The holocaust actually hurt queer and trans culture FAR more than it hurt the Jews but y'all aint ready to have that conversation ??,true_positive
